Pool,Day,Month,Year,Transect_Direction,Species,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,41,
Santa Catalina,24,7,2003,EW,Medicago polymorpha,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Melilotus sp.?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Nassella pulchra,,1,1,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Oxalis albicans,1,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Oxalis pes-caprae,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Paraphalis incurva,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Phalaris lemmonii,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Plagiobothrys undulates,,,,,3,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Plantago elongata,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Plantago lanceolata,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Poa annua,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Polygonum arenastrum,,,,1,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Polypogon monspeliensis,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Psilocarphus brevissimus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Raphanus sativus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Rumex acetosella,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Rumex crispus,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Sisyrinchium bellum,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Solanum sp.?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Sonchus,,,1,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Spergularia sp.?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Stachys ajugoides,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Veronica?Virginica?,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Vicia sp.,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Vulpia sp.,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Bare,96,99,64,45,55,90,95,100,92,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,Thatch,,,,,,,,,,,,,,,,,,,,,
Santa Catalina,24,7,2003,EW,unk.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Alopecurus saccatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Ambrosia psylostachya,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Anagalis arvensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Artemesis douglasiana,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Aster subulatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Atriplex lentiformes,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Avena barbata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Avena fatua,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Baccharis pilularis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Brodiea jolonensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Bromus diandrus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Bromus hordeaceous,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Calystegia macrostegia,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Capsella bursa-pastoris,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Carpobrotus edulis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Castilleja exserta ,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Centromedia parryi ssp.australis,4,2,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Centunculus minimus,,,,,,,,,1,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Centurium muehlenbergii,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Chamomilla suaveolens,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Chenepode?,2,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Conyza canadensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Conyza coulteri,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Coronopus didymus,2,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Cotula australis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Cotula coronopofolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Crassula aquatica,,,,2,,,,,2,2,,,,,,,,,,,
San Miguel,27,4,2004,SN,Cynodon dactylon,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Cyperus strigosus? (nut sedge),1,,,,,,,,,,,1,,,,,,,,,
San Miguel,27,4,2004,SN,Distichlis spicata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Echinochloa crusgalli,2,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Elatine brachysperma,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Eleocharis acicularis,,,,3,5,,,,1,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Eleocharis macrostachya,,,,,2,7,,2,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Erodium cicutarium,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Eremocarpus setigerus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Erodium botrys,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Eryngium armatum,,,6,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Eryngium vaseyi,,,15,15,2,,1,2,6,30,,,,,,,,,,,
San Miguel,27,4,2004,SN,Eschscholzia californica,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Euthamia occidentalis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Frankenia salina,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Geranium dissectum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Gnaphalium luteo-album,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Grindelia camporum,1,40,40,1,,,,,,25,43,4,,,,,,,,,
San Miguel,27,4,2004,SN,Hordeum br. ssp. br.,,,7,1,,,,,,9,2,,,,,,,,,,
San Miguel,27,4,2004,SN,Hordeum br. ssp. ca.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Hordeum marinum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Hordeum murinum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Isocoma menziesii,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Juncus bufonius,,,2,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Juncus occidentalis,,,2,,,,,,,2,,,,,,,,,,,
San Miguel,27,4,2004,SN,Juncus phaeocephalus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Lactuca serriola,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Lessingia filaginafolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Lolium multiflorum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Lotus salsuginosos,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Lupinus bicolor,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Lupinus succulentus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Lythrum hyssopifolium,,,,,,,,,1,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Malva parviflora,,,,,,,,,,1,,,,,,,,,,,
San Miguel,27,4,2004,SN,Medicago polymorpha,3,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Melilotus sp.?,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Nassella pulchra,2,2,2,,,,,,,,6,,,,,,,,,,
San Miguel,27,4,2004,SN,Oxalis pes-caprae,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Paraphalis incurva,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Phalaris lemmonii,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Plagiobothrys undulates,,,3,50,,,,,4,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Plantago elongata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Plantago lanceolata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Poa annua,2,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Polygonum arenastrum,3,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Polypogon monspeliensis,,2,,1,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Portulaca oleracea,,,,,,,,,,,,2,,,,,,,,,
San Miguel,27,4,2004,SN,Psilocarphus brevissimus,,,3,3,,,,,2,3,,,,,,,,,,,
San Miguel,27,4,2004,SN,Rhaphanus sativus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Rumex acetosella,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Rumex crispus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Sencio vulgares,,,,,,,,,,,2,2,,,,,,,,,
San Miguel,27,4,2004,SN,Sisyrinchium bellum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Solanum sp.?,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Sonchus,2,,2,,,,,,,,1,,,,,,,,,,
San Miguel,27,4,2004,SN,Spergularia sp.?,,2,,2,,,,,,,2,,,,,,,,,,
San Miguel,27,4,2004,SN,Stachys ajugoides,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Taraxacum officinale,,,,,,,,,,1,,,,,,,,,,,
San Miguel,27,4,2004,SN,Urtica urens,1,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Veronica?Virginica?,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Vicia sp.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Vulpia sp.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,open water,,,,,4,93,100,80,,,,,,,,,,,,,
San Miguel,27,4,2004,SN,Bare,91,55,15,4,91,,,18,85,50,55,94,,,,,,,,,
San Miguel,27,4,2004,SN,Thatch,,,5,,,,,,,1,,,,,,,,,,,
San Miguel,27,4,2004,SN,unk.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Alopecurus saccatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Ambrosia psylostachya,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Anagalis arvensis,,1,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Artemisia douglasiana,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Aster subulatus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Atriplex coulteri,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Atriplex lentiformes,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Avena barbata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Avena fatua,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Baccharis pilularis,,,,,,,,,,,,,,,3,,,,,,
San Miguel,27,4,2004,EW,Brodiea jolonensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Bromus diandrus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Bromus hordeaceous,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Calystegia macrostegia,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Camissonia sp.,,,,,,,,,,,,,,,,5,,,,,
San Miguel,27,4,2004,EW,Capsella bursa-pastoris,1,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Carpobrotus edulis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Castilleja densiflora ,,,,,,,,,,,,,,,1,,,,,,
San Miguel,27,4,2004,EW,Centromedia parryi ssp.australis,,6,45,2,,,,,,,,2,2,4,,3,1,,,,
San Miguel,27,4,2004,EW,Centunculus minimus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Centurium muehlenbergii,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Chamaesyce maculata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Chamomilla suaveolens,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Chenepode?,1,4,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Conyza canadensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Conyza coulteri,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Coronopus didymus,1,1,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Cotula australis,1,2,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Cotula coronopofolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Crassula aquatica,,,,,2,,,,,,,,2,2,,,,,,,
San Miguel,27,4,2004,EW,Cynodon dactylon,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Cyperus strigosus? (nut sedge),,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Distichlis spicata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Echinochloa crusgalli,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Elatine brachysperma,,,,,,,,,,,,,2,2,,,,,,,
San Miguel,27,4,2004,EW,Eleocharis acicularis,,,,,,8,2,,,,,2,6,2,,,,,,,
San Miguel,27,4,2004,EW,Eleocharis macrostachya,,,,,,,31,2,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Erodium cicutarium,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Eremocarpus setigerus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Eriogonum parvifolium,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Erodium botrys,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Eryngium armatum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Eryngium vaseyi,,,30,27,17,2,2,,,2,3,5,16,18,10,1,,,,,
San Miguel,27,4,2004,EW,Eschscholzia californica,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Euthamia occidentalis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Frankenia salina,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Geranium dissectum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Gnaphalium luteo-album,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Grindelia camporum,,1,5,,,,,,,,,,1,,32,1,,,,,
San Miguel,27,4,2004,EW,Hazardia squarosa,,,,,,,,,,,,,,,,,1,,,,
San Miguel,27,4,2004,EW,Hordeum br. ssp. br.,,2,,1,,,,,,,,,,4,,,,,,,
San Miguel,27,4,2004,EW,Hordeum br. ssp. ca.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Hordeum marinum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Hordeum murinum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Isocoma menziesii,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Juncus bufonius,,,2,,,,,,,,,,,,2,,,,,,
San Miguel,27,4,2004,EW,Juncus occidentalis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Juncus phaeocephalus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Lactuca serriola,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Lessingia filaginafolia,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Lolium multiflorum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Lotus salsuginosos,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Lupinus bicolor,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Lupinus succulentus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Lythrum hyssopifolium,,,,,,,,,,,,2,2,2,,,,,,,
San Miguel,27,4,2004,EW,Malva parviflora,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Medicago polymorpha,,,1,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Melilotus sp.?,,,,,,,,,,,,,,,,1,,,,,
San Miguel,27,4,2004,EW,Nassella pulchra,2,2,1,,,,,,,,,,,,2,,,,,,
San Miguel,27,4,2004,EW,Oxalis pes-caprae,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Paraphalis incurva,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Phalaris lemmonii,,,,,2,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Plagiobothrys undulates,,,,20,26,2,,,,,,1,2,,,,,,,,
San Miguel,27,4,2004,EW,Plantago elongata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Plantago lanceolata,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Poa annua,2,2,2,,,,,,,,,,,,,1,,,,,
San Miguel,27,4,2004,EW,Polygonum arenastrum,4,2,,,,,,,,,,,2,,,1,,,,,
San Miguel,27,4,2004,EW,Polypogon monspeliensis,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Portulaca oleracea,,1,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Psilocarphus brevissimus,,2,3,3,5,2,,,,,,2,3,,4,,,,,,
San Miguel,27,4,2004,EW,Rhaphanus sativus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Rumex acetosella,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Rumex crispus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Scirpus californicus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Scirpus cernus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Scirpus maritimus,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Sencio vulgares,,,,,,,,,,,,,,,,1,,,,,
San Miguel,27,4,2004,EW,Sisymbrium irio,,1,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Sisyrinchium bellum,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Solanum sp.?,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Sonchus,,,1,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Spergularia macrotheca,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Spergularia sp.?,,2,2,1,1,,,,,,,,,2,2,,1,,,,
San Miguel,27,4,2004,EW,Stachys ajugoides,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Veronica?Virginica?,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Vicia sp.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Vulpia sp.,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Algae,,,,,,,7,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,Open water,,,,,,,62,100,100,100,37,,,,,,,,,,
San Miguel,27,4,2004,EW,Bare,95,92,13,45,39,91,,,,,67,94,87,70,55,93,100,,,,
San Miguel,27,4,2004,EW,Thatch,,,,,,,,,,,,,,,,,,,,,
San Miguel,27,4,2004,EW,unk.,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Alopecurus saccatus,,,,,,,,,,,1,,3,1,,,,,,,
Santa Rosa,27,4,2004,SN,Ambrosia psylostachya,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Anagalis arvensis,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Artemesis douglasiana,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Aster subulatus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Atriplex lentiformes,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Avena barbata,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Avena fatua,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Baccharis pilularis,,,,,,,,,,,,4,,,,,,,,,
Santa Rosa,27,4,2004,SN,Brodiea jolonensis,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Bromus diandrus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Bromus hordeaceous,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Calystegia macrostegia,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Capsella bursa-pastoris,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Carpobrotus edulis,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Castilleja exserta ,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Centromedia parryi ssp.aust.,,,,,,,,,,,,,,12,,,,,,,
Santa Rosa,27,4,2004,SN,Centunculus minimus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Centurium muehlenbergii,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Chamaesyce maculata,,,,,,,,,,,,,,1,,,,,,,
Santa Rosa,27,4,2004,SN,Chamomilla suaveolens,,1,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Chenepode?,1,1,,,,,,,,,,,4,,,,,,,,
Santa Rosa,27,4,2004,SN,Conyza canadensis,,2,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Conyza coulteri,2,1,1,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Coronopus didymus,,1,,,,,,,,,,,1,,,,,,,,
Santa Rosa,27,4,2004,SN,Cotula australis,,1,1,,,,,,,,1,1,3,1,,,,,,,
Santa Rosa,27,4,2004,SN,Cotula coronopofolia,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Crassula aquatica,,,,1,,,,,,1,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Cynodon dactylon,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Cyperus strigosus? (nut sedge),,,,,,,,,,,,,1,,,,,,,,
Santa Rosa,27,4,2004,SN,Distichlis spicata,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Echinochloa crusgalli,,,,,,,,,,,,,1,,,,,,,,
Santa Rosa,27,4,2004,SN,Elatine brachysperma,,,,,,,,,,1,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Eleocharis acicularis,,,,1,,,,,1,1,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Eleocharis macrostachya,,,,4,65,20,,75,4,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Epilobium (non-native),,,,,,,,,,,,,4,,,,,,,,
Santa Rosa,27,4,2004,SN,Erodium cicutarium,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Eremocarpus setigerus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Erodium botrys,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Eryngium armatum,,,,,,,,,,,15,1,,,,,,,,,
Santa Rosa,27,4,2004,SN,Eryngium vaseyi,,,4,5,,,,,5,22,16,3,2,,,,,,,,
Santa Rosa,27,4,2004,SN,Eschscholzia californica,,,,,,,,,,,,,1,,,,,,,,
Santa Rosa,27,4,2004,SN,Euthamia occidentalis,,,,,,,,,,,,3,,,,,,,,,
Santa Rosa,27,4,2004,SN,Frankenia salina,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Geranium dissectum,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Gnaphalium luteo-album,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Grindelia camporum,,6,74,,,,,,,,,28,3,,,,,,,,
Santa Rosa,27,4,2004,SN,Hordeum br. ssp. br.,,,7,3,,,,,,1,9,22,,,,,,,,,
Santa Rosa,27,4,2004,SN,Hordeum br. ssp. ca.,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Hordeum marinum,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Hordeum murinum,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Isocoma menziesii,,,,,,,,,,,,,1,,,,,,,,
Santa Rosa,27,4,2004,SN,Juncus bufonius,,,,,,,,,,,,,1,1,,,,,,,
Santa Rosa,27,4,2004,SN,Juncus occidentalis,,,,1,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Juncus phaeocephalus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Lactuca serriola,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Lessingia filaginafolia,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Lolium multiflorum,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Lotus salsuginosos,,,,,,,,,,,,9,,,,,,,,,
Santa Rosa,27,4,2004,SN,Lupinus bicolor,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Lupinus succulentus,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Lythrum hyssopifolium,,,,,,,,,,,,,,,,,,,,,
Santa Rosa,27,4,2004,SN,Malva parviflora,,,,,,,,,,,,,,,,,,,,,
